OrderID,OrderDate,Year,Region,Category,SalesAmount,Quantity,Channel,CustomerID
ORD100326,2025-12-28,2025.0,north,Home & Kitchen,3387.51,18.0,Retail,CUST1216
,2026-04-07,2026.0,North,Home & Kitchen,1371.54,10.0,Retail,CUST1031
ORD100328,2025-12-08,2025.0,East,,3099.74,18.0,Marketplace,CUST1287
ORD100329,2025-02-02,2025.0,East,Home & Kitchen,4636.1,11.0,,CUST1128
ORD100330,2024-07-26,2024.0,,Home,3537.91,19.0,,CUST1100
ORD100331,2026-03-05,2026.0,SOUTH,Electronics,910.29,13.0,Online,CUST1284
ORD100332,2024-09-27,2024.0,East,Grocery,816.29,11.0,,CUST1154
ORD100333,2025-05-17,2025.0,SOUTH,Fashion,4787.09,17.0,Marketplace,CUST1274
ORD100334,2025-02-17,2025.0,East,Fashion,1131.3,17.0,online,CUST1004
ORD100335,2024-04-27,2024.0,north,electronics ,247.39,13.0,Online,CUST1276
ORD100336,2026-01-11,2026.0,East,electronics ,2255.51,7.0,Retail,CUST1049
ORD100337,2024-06-20,2024.0,SOUTH,Electronics,3166.1,14.0,Online,CUST1222
ORD100338,2025-10-24,2025.0,North,Grocery,237.54,6.0,Retail,CUST1294
ORD100339,2026-04-21,2026.0,SOUTH,Grocery,133.61,18.0,Online,CUST1032
ORD100340,2026-02-13,2026.0,East,electronics ,3945.11,3.0,Retail,CUST1224
ORD100341,2025-01-25,2025.0,north,Home,1985.41,18.0,Retail,CUST1073
ORD100342,2024-11-01,2024.0,SOUTH,Home & Kitchen,4749.85,18.0,Marketplace,CUST1002
ORD100343,2025-08-09,2025.0,East,Home,4522.55,14.0,,CUST1094
ORD100344,2024-08-14,2024.0,SOUTH,,319.22,18.0,online,CUST1037
ORD100345,2024-10-24,2024.0,north,Grocery,1817.83,8.0,Online,CUST1035
ORD100346,2024-07-17,2024.0,East,Home & Kitchen,2849.48,11.0,online,CUST1160
ORD100347,2024-09-09,2024.0,East,,3413.92,16.0,online,CUST1156
ORD100348,2025-05-13,2025.0,,Fashion,743.01,9.0,Online,CUST1009
ORD100349,2026-05-19,2026.0,West,,4536.2,18.0,,CUST1076
ORD100350,2025-01-09,2025.0,,Fashion,2530.56,12.0,,
ORD100351,2024-09-01,2024.0,South,,2258.79,19.0,Marketplace,CUST1247
ORD100352,2025-01-02,2025.0,East,Fashion,3359.5,12.0,online,CUST1232
ORD100353,2024-02-17,2024.0,north,Home & Kitchen,N/A,18.0,,CUST1193
ORD100354,2025-01-09,2025.0,East,Grocery,1153.35,12.0,online,CUST1003
ORD100355,2025-05-28,2025.0,north,Home & Kitchen,793.69,20.0,Online,CUST1212
ORD100356,2026-04-10,2026.0,West,Home,3253.93,8.0,Online,CUST1082
ORD100357,2024-05-17,2024.0,North,Home,941.19,20.0,,CUST1145
ORD100358,2024-03-28,2024.0,West,Home,2083.3,19.0,Marketplace,CUST1261
ORD100359,2024-09-27,2024.0,north,electronics ,1922.15,1.0,Marketplace,CUST1258
ORD100360,2025-12-01,2025.0,West,electronics ,4394.88,4.0,Online,CUST1066
ORD100361,,2025.0,SOUTH,Home & Kitchen,2132.39,17.0,online,CUST1246
ORD100362,2026-03-19,2026.0,,,533.7,16.0,Marketplace,CUST1042
ORD100363,2024-10-17,2024.0,North,Home & Kitchen,85.21,17.0,Online,CUST1105
ORD100364,2025-12-05,2025.0,West,Home & Kitchen,1343.45,19.0,Retail,CUST1203
ORD100365,2026-02-12,2026.0,South,Fashion,2444.61,19.0,Retail,CUST1203
ORD100366,2026-01-23,2026.0,South,Grocery,4748.76,17.0,online,CUST1281
ORD100367,2025-09-20,2025.0,SOUTH,Electronics,4125.11,20.0,online,CUST1134
ORD100368,2024-08-15,2024.0,West,electronics ,1468.02,2.0,Marketplace,CUST1224
ORD100369,2024-01-11,2024.0,East,Home,,17.0,Marketplace,CUST1018
ORD100370,,2025.0,East,,3364.83,7.0,,
ORD100371,2025-12-21,2025.0,,electronics ,1773.07,9.0,Marketplace,CUST1099
ORD100372,2025-04-10,2025.0,West,electronics ,408.31,4.0,,CUST1275
ORD100373,2026-04-12,2026.0,West,electronics ,1254.2,15.0,online,CUST1014
ORD100374,2025-05-08,2025.0,South,Home & Kitchen,N/A,12.0,,CUST1134
ORD100375,2024-09-11,2024.0,East,Electronics,933.5,7.0,,CUST1097
ORD100376,2025-05-25,2025.0,East,Home,4182.96,12.0,Marketplace,CUST1061
ORD100377,2024-03-21,2024.0,,,259.2,20.0,Retail,CUST1294
ORD100378,2024-10-08,2024.0,East,Grocery,2904.49,14.0,online,CUST1016
ORD100379,2025-05-29,2025.0,West,Electronics,2327.35,1.0,Marketplace,CUST1051
ORD100380,2024-11-29,2024.0,East,Home,4794.71,6.0,online,CUST1214
ORD100381,2025-12-18,2025.0,West,Home,4897.4,4.0,Retail,CUST1284
ORD100382,2025-03-18,2025.0,SOUTH,Home,98.22,5.0,,CUST1161
ORD100383,2026-03-15,2026.0,North,Grocery,858.54,9.0,online,CUST1049
ORD100384,2025-04-05,2025.0,north,,148.18,20.0,Marketplace,CUST1275
ORD100385,2024-06-27,2024.0,north,Grocery,2262.3,20.0,Retail,CUST1074
ORD100386,2024-06-20,2024.0,north,electronics ,4540.01,11.0,Marketplace,CUST1149
ORD100387,2025-12-28,2025.0,West,,1847.67,15.0,online,CUST1011
ORD100388,2024-05-08,2024.0,SOUTH,Home & Kitchen,876.21,3.0,online,CUST1013
ORD100389,2026-02-28,2026.0,East,electronics ,3291.42,10.0,Marketplace,CUST1145
ORD100390,2025-03-29,2025.0,North,Electronics,4308.83,16.0,online,CUST1276
ORD100391,2024-10-05,2024.0,north,Home,2309.89,19.0,online,CUST1273
ORD100392,2024-11-13,2024.0,North,Grocery,2090.41,1.0,Online,CUST1069
ORD100393,2024-12-18,2024.0,West,,95.21,10.0,,CUST1003
ORD100394,2025-07-15,2025.0,West,Home,3698.73,13.0,Marketplace,CUST1216
ORD100395,2025-10-02,2025.0,,Home & Kitchen,1459.15,9.0,online,CUST1035
ORD100396,2024-07-05,2024.0,West,Fashion,2485.38,5.0,Online,CUST1011
ORD100397,2024-07-09,2024.0,West,Home & Kitchen,,1.0,online,CUST1215
ORD100398,2024-11-15,2024.0,SOUTH,,,5.0,Online,CUST1200
ORD100399,2024-03-14,2024.0,East,,112.45,8.0,online,CUST1226
ORD100400,2024-09-10,2024.0,,Electronics,4911.47,10.0,Retail,CUST1021
ORD100401,2026-02-01,2026.0,SOUTH,Fashion,4443.22,7.0,Online,CUST1222
,2024-11-28,2024.0,West,,4845.73,16.0,,CUST1045
ORD100403,2024-09-11,2024.0,,Home & Kitchen,1809.81,18.0,Online,CUST1119
ORD100404,2024-11-20,2024.0,,Grocery,155.7,5.0,Retail,CUST1248
ORD100405,2025-12-24,2025.0,South,electronics ,1770.94,9.0,,CUST1283
ORD100406,2024-06-13,2024.0,East,electronics ,53.56,13.0,Marketplace,CUST1186
ORD100407,2026-03-05,2026.0,north,,2644.15,18.0,Marketplace,CUST1165
ORD100408,2025-02-23,2025.0,North,Electronics,692.38,7.0,Online,CUST1050
ORD100409,2024-02-02,2024.0,north,electronics ,1316.9,20.0,Online,
ORD100410,2024-08-01,2024.0,West,,1836.58,14.0,Retail,CUST1029
ORD100411,2026-04-23,2026.0,,Fashion,1118.71,4.0,Marketplace,CUST1097
ORD100412,2024-07-16,2024.0,South,electronics ,2105.16,19.0,Retail,CUST1218
ORD100413,2024-04-16,2024.0,East,Home & Kitchen,4992.25,12.0,Retail,CUST1166
ORD100414,2026-05-15,2026.0,SOUTH,Fashion,2837.57,18.0,Retail,CUST1231
ORD100415,,2025.0,East,electronics ,,10.0,Online,CUST1113
ORD100416,2024-08-07,2024.0,SOUTH,,2790.63,19.0,Marketplace,CUST1235
ORD100417,2024-12-30,2024.0,South,Home,1536.5,19.0,Marketplace,CUST1166
ORD100418,2026-03-22,2026.0,SOUTH,electronics ,522.05,2.0,,CUST1028
ORD100419,2026-02-28,2026.0,,Electronics,1172.25,20.0,Online,CUST1195
ORD100420,2024-02-25,2024.0,South,Fashion,1142.95,13.0,online,CUST1294
ORD100421,2025-05-31,2025.0,South,Home,2405.48,18.0,online,CUST1204
ORD100422,2025-05-28,2025.0,West,electronics ,2006.83,18.0,,CUST1268
ORD100423,2024-09-09,2024.0,SOUTH,electronics ,3375.15,12.0,Marketplace,CUST1012
ORD100424,2026-02-27,2026.0,,Grocery,2230.29,8.0,Marketplace,CUST1079
ORD100425,2026-02-14,2026.0,South,electronics ,4350.32,1.0,Retail,CUST1056
ORD100426,2024-11-08,2024.0,north,Home,2640.17,16.0,,CUST1072
ORD100427,,2025.0,SOUTH,electronics ,,10.0,Marketplace,CUST1138
ORD100428,2024-02-24,2024.0,SOUTH,Fashion,4568.7,4.0,Online,CUST1197
ORD100429,2024-08-24,2024.0,East,Grocery,2681.23,17.0,online,CUST1011
ORD100430,2024-02-10,2024.0,West,Home & Kitchen,1766.56,10.0,Marketplace,CUST1256
ORD100431,2024-10-09,2024.0,,Electronics,4748.13,11.0,online,CUST1044
ORD100432,2026-01-17,2026.0,SOUTH,Home & Kitchen,1239.79,10.0,,CUST1277
ORD100433,2024-05-14,2024.0,,Home,1579.54,17.0,Marketplace,CUST1074
ORD100434,2025-11-02,2025.0,north,electronics ,636.02,5.0,Online,CUST1211
ORD100435,2025-02-25,2025.0,SOUTH,Home & Kitchen,3906.58,6.0,Online,CUST1136
ORD100436,2025-09-12,2025.0,SOUTH,Electronics,3456.3,17.0,,CUST1191
ORD100437,2024-07-07,2024.0,South,Home,,1.0,Retail,CUST1113
ORD100438,2026-01-30,2026.0,South,Grocery,2475.22,15.0,Marketplace,CUST1021
ORD100439,2025-09-14,2025.0,north,Home & Kitchen,2703.99,2.0,,CUST1233
ORD100440,2026-04-26,2026.0,north,Grocery,244.3,2.0,Marketplace,CUST1203
ORD100441,2024-11-07,2024.0,East,electronics ,3465.27,15.0,online,CUST1256
ORD100442,2024-04-25,2024.0,north,Home,1651.13,,online,CUST1103
ORD100443,2025-04-10,2025.0,SOUTH,,3679.65,15.0,Retail,CUST1196
ORD100444,2026-01-14,2026.0,West,electronics ,3852.89,19.0,Marketplace,CUST1074
ORD100445,2024-07-02,2024.0,SOUTH,,1479.46,5.0,Marketplace,
ORD100446,2026-02-22,2026.0,north,,,8.0,Marketplace,CUST1243
ORD100447,2025-04-09,2025.0,South,electronics ,3161.75,7.0,Online,CUST1028
ORD100448,2025-10-30,2025.0,north,,1689.0,4.0,online,CUST1082
ORD100449,2025-11-19,2025.0,north,,4833.15,12.0,Online,CUST1153
ORD100450,2024-11-26,2024.0,West,,N/A,9.0,Retail,CUST1268
ORD100451,2024-08-02,2024.0,SOUTH,Home & Kitchen,483.97,20.0,Retail,CUST1162
ORD100452,2024-09-22,2024.0,South,electronics ,2622.54,16.0,Marketplace,CUST1119
ORD100453,2025-12-26,2025.0,West,Home & Kitchen,3700.47,20.0,online,CUST1170
ORD100454,2024-12-24,,South,Home & Kitchen,3961.47,17.0,,CUST1003
ORD100455,2024-04-26,2024.0,north,Electronics,1010.38,16.0,online,CUST1069
ORD100456,2025-05-08,2025.0,East,Grocery,2099.07,17.0,Retail,CUST1161
ORD100457,2025-07-22,2025.0,,,4849.59,1.0,Retail,CUST1273
ORD100458,2026-05-12,2026.0,North,,1575.99,2.0,Retail,CUST1254
ORD100459,2024-08-31,2024.0,north,Fashion,1902.37,,Marketplace,CUST1227
,2025-06-02,2025.0,South,Fashion,3675.58,11.0,Marketplace,CUST1050
ORD100461,2026-04-21,2026.0,South,Home & Kitchen,,17.0,Online,
ORD100462,2024-02-15,2024.0,West,Electronics,3842.59,1.0,,CUST1107
ORD100463,2024-11-24,2024.0,,Grocery,1399.64,4.0,Online,CUST1286
ORD100464,2025-06-10,2025.0,East,Home,4029.81,6.0,Online,CUST1173
ORD100465,2025-07-07,2025.0,SOUTH,Electronics,316.31,6.0,,CUST1228
ORD100466,2025-09-23,2025.0,,Home & Kitchen,438.8,15.0,,CUST1239
ORD100467,2024-04-09,2024.0,West,Grocery,1157.78,20.0,Retail,CUST1200
ORD100468,2024-07-06,2024.0,East,Grocery,373.56,16.0,online,CUST1144
ORD100469,2026-02-25,2026.0,West,,579.56,3.0,Retail,CUST1205
ORD100470,2025-08-27,2025.0,West,Grocery,1080.78,14.0,online,CUST1175
ORD100471,2025-07-11,2025.0,SOUTH,Home & Kitchen,2458.82,15.0,Retail,CUST1227
ORD100472,2024-06-29,2024.0,SOUTH,,4108.34,2.0,Online,CUST1071
ORD100473,2025-08-17,,South,Home & Kitchen,2679.72,19.0,online,CUST1162
ORD100474,2024-11-02,2024.0,West,Home & Kitchen,1754.11,1.0,,CUST1206
ORD100475,2026-05-17,2026.0,north,Electronics,,12.0,Online,CUST1015
ORD100476,2024-08-28,2024.0,SOUTH,Grocery,2204.19,6.0,online,CUST1284
ORD100477,2025-01-28,2025.0,East,,714.67,1.0,Marketplace,CUST1249
ORD100478,2025-11-04,2025.0,SOUTH,,2307.34,20.0,online,CUST1232
ORD100479,2025-06-05,2025.0,South,Home,86.78,8.0,,CUST1279
ORD100480,2025-08-13,2025.0,SOUTH,Fashion,2433.59,5.0,,CUST1143
ORD100481,2025-04-21,2025.0,South,Grocery,3335.5,18.0,,CUST1027
ORD100482,,2024.0,West,electronics ,2134.03,10.0,Retail,CUST1155
ORD100483,2026-01-14,2026.0,north,Home,3298.78,20.0,Online,CUST1042
ORD100484,2024-05-09,2024.0,South,electronics ,4296.4,,Online,CUST1077
ORD100485,2025-11-05,2025.0,SOUTH,Home,4006.89,11.0,Online,CUST1078
ORD100486,2026-05-07,2026.0,South,Home & Kitchen,3205.99,12.0,Online,CUST1059
ORD100487,2024-02-23,2024.0,SOUTH,,1206.62,13.0,online,CUST1271
,2025-03-21,2025.0,SOUTH,Fashion,3430.24,18.0,Retail,CUST1221
ORD100489,2025-09-17,2025.0,East,,3289.0,8.0,,CUST1266
ORD100490,2024-12-11,2024.0,North,Home & Kitchen,,14.0,Online,CUST1228
ORD100491,2024-12-25,2024.0,North,electronics ,4695.6,7.0,,CUST1061
ORD100492,2024-03-29,2024.0,SOUTH,electronics ,964.6,6.0,Retail,CUST1038
ORD100493,2025-10-16,2025.0,SOUTH,Home & Kitchen,1650.85,3.0,Retail,CUST1195
ORD100494,2025-02-01,2025.0,East,Home,2484.02,20.0,online,CUST1251
ORD100495,2024-04-21,2024.0,SOUTH,Electronics,3591.23,3.0,Online,CUST1128
ORD100496,2026-03-06,2026.0,SOUTH,Electronics,3339.8,11.0,online,CUST1263
ORD100497,2025-12-25,2025.0,,Home & Kitchen,3937.64,1.0,online,CUST1246
ORD100498,2024-05-04,2024.0,SOUTH,Fashion,3179.75,3.0,Retail,CUST1174
ORD100499,2024-03-23,2024.0,South,Home,4839.19,10.0,online,CUST1183
ORD100500,2025-05-13,2025.0,South,Electronics,3612.71,16.0,online,CUST1276
ORD100501,2025-10-20,2025.0,West,Electronics,,2.0,online,CUST1267
ORD100502,2025-04-14,2025.0,SOUTH,electronics ,406.57,16.0,Online,CUST1023
ORD100503,2024-09-05,2024.0,North,Fashion,531.6,19.0,Online,CUST1054
ORD100504,2024-04-26,2024.0,,Home,4067.03,13.0,Retail,CUST1294
ORD100505,2025-07-12,2025.0,,Electronics,1710.74,5.0,online,CUST1189
ORD100506,2025-07-20,2025.0,South,Electronics,3179.36,6.0,Online,CUST1041
,2024-01-07,2024.0,north,Fashion,N/A,5.0,Marketplace,CUST1138
ORD100508,2025-06-19,2025.0,SOUTH,Electronics,3600.13,3.0,Retail,CUST1002
ORD100509,2025-07-25,2025.0,North,electronics ,3817.58,8.0,online,CUST1106
ORD100510,2024-10-10,2024.0,,Grocery,840.81,2.0,Retail,CUST1222
ORD100511,2024-09-14,2024.0,North,Electronics,4628.06,1.0,online,CUST1036
ORD100512,2024-08-28,2024.0,South,Home & Kitchen,1662.14,11.0,Marketplace,CUST1211
ORD100513,2024-07-23,2024.0,West,Electronics,767.46,15.0,Marketplace,CUST1069
ORD100514,2025-04-13,2025.0,South,Fashion,3476.44,5.0,Online,CUST1234
ORD100515,2025-03-04,2025.0,north,Home,3208.1,6.0,,CUST1117
ORD100516,2024-03-29,2024.0,South,electronics ,2340.68,,online,CUST1126
ORD100517,2024-09-10,2024.0,north,Home,4496.35,2.0,Online,CUST1258
ORD100518,2024-02-04,2024.0,SOUTH,,2501.66,1.0,online,CUST1067
ORD100519,2025-01-02,2025.0,West,Home & Kitchen,3531.36,19.0,Online,CUST1237
ORD100520,2026-03-01,2026.0,,Fashion,3534.32,,Online,CUST1170
ORD100521,2025-06-27,2025.0,north,electronics ,1075.37,20.0,Retail,CUST1028
ORD100522,2025-06-11,2025.0,North,Grocery,3114.71,6.0,,CUST1287
ORD100523,2025-12-27,2025.0,north,Electronics,3700.03,7.0,Marketplace,CUST1136
ORD100524,2025-05-30,2025.0,East,Grocery,2657.08,18.0,,CUST1231
ORD100525,2025-09-27,2025.0,North,Home,2316.48,6.0,Retail,CUST1039
ORD100526,2024-04-21,2024.0,South,,4762.92,,online,CUST1277
ORD100527,2024-05-15,2024.0,North,Fashion,159.08,17.0,Retail,CUST1175
ORD100528,2025-11-02,2025.0,SOUTH,electronics ,2254.02,5.0,Retail,CUST1133
ORD100529,2024-08-20,2024.0,North,Home,2306.84,6.0,,CUST1089
ORD100530,2026-05-09,2026.0,South,Home,4969.18,15.0,Retail,CUST1105
ORD100531,2025-07-29,2025.0,South,Fashion,4878.56,4.0,Online,CUST1255
ORD100532,2026-02-25,2026.0,North,Home & Kitchen,2561.67,10.0,online,CUST1293
ORD100533,2025-11-13,2025.0,West,Fashion,3671.62,5.0,,CUST1012
ORD100534,2025-02-15,2025.0,East,Electronics,1015.99,9.0,Marketplace,
ORD100535,2025-07-05,2025.0,north,Grocery,1622.9,2.0,Retail,CUST1218
ORD100536,,2025.0,East,Grocery,483.61,15.0,online,CUST1147
ORD100537,2024-06-16,2024.0,West,Home,3009.78,10.0,online,CUST1268
ORD100538,2024-12-09,2024.0,North,Electronics,4576.33,18.0,online,CUST1070
ORD100539,2024-07-23,2024.0,North,,4181.2,18.0,online,CUST1001
ORD100540,2024-06-06,2024.0,West,Electronics,4468.8,16.0,Marketplace,
ORD100541,2026-02-22,2026.0,SOUTH,Fashion,2849.59,16.0,Online,CUST1294
ORD100542,2024-01-18,2024.0,East,Grocery,720.71,9.0,Retail,CUST1182
ORD100543,2024-02-19,2024.0,north,Home,957.08,6.0,,CUST1161
ORD100544,2026-04-26,2026.0,SOUTH,Home & Kitchen,2695.38,5.0,Online,CUST1144
ORD100545,2025-01-16,2025.0,South,Electronics,2541.75,18.0,,CUST1269
ORD100546,2026-05-16,2026.0,North,Grocery,428.18,1.0,online,CUST1185
ORD100547,2024-05-22,2024.0,,Fashion,1558.19,4.0,Marketplace,CUST1072
ORD100548,2025-12-05,2025.0,North,Grocery,3930.95,16.0,online,CUST1055
ORD100549,2024-02-03,2024.0,North,Fashion,,1.0,Online,CUST1105
ORD100550,2025-08-24,2025.0,North,Home,4712.13,12.0,Retail,CUST1256
ORD100551,2026-03-10,2026.0,North,,119.22,7.0,Retail,CUST1275
ORD100552,2024-01-05,2024.0,north,,1863.99,15.0,Online,CUST1181
ORD100553,2025-01-23,2025.0,,Fashion,596.06,12.0,Retail,CUST1020
ORD100554,2024-03-25,2024.0,north,Home & Kitchen,4882.09,18.0,online,CUST1219
ORD100555,2024-07-12,2024.0,SOUTH,Fashion,4993.68,4.0,online,CUST1043
ORD100556,2024-05-02,2024.0,North,Home & Kitchen,4890.37,7.0,Retail,CUST1206
ORD100557,2024-05-05,2024.0,,Home & Kitchen,2988.57,13.0,Retail,CUST1207
ORD100558,2025-05-11,2025.0,North,Fashion,1192.57,1.0,Online,CUST1034
ORD100559,2025-05-25,2025.0,SOUTH,Fashion,3128.74,3.0,,CUST1238
ORD100560,2024-07-25,2024.0,north,Fashion,2725.62,,Online,CUST1060
ORD100561,2025-01-27,2025.0,North,Electronics,3314.08,6.0,online,CUST1159
ORD100562,2026-01-02,2026.0,West,Home & Kitchen,2719.99,18.0,Marketplace,CUST1200
ORD100563,2024-09-26,2024.0,East,,1636.39,,Online,CUST1187
ORD100564,2024-12-23,2024.0,SOUTH,Fashion,2169.33,14.0,Retail,CUST1125
ORD100565,2024-09-10,2024.0,SOUTH,Electronics,616.63,18.0,Retail,CUST1216
ORD100566,2025-08-04,,West,electronics ,,19.0,online,CUST1050
ORD100567,2026-04-07,2026.0,West,electronics ,3353.57,10.0,Retail,CUST1103
ORD100568,2025-05-23,2025.0,,electronics ,1362.52,19.0,online,CUST1047
ORD100569,2026-01-04,2026.0,North,electronics ,2402.58,3.0,Retail,CUST1153
ORD100570,2025-03-19,2025.0,East,electronics ,3374.22,1.0,,CUST1295
ORD100571,2025-05-26,2025.0,West,Fashion,2686.96,14.0,,CUST1030
ORD100572,2025-06-18,2025.0,SOUTH,Home & Kitchen,N/A,3.0,Marketplace,CUST1136
ORD100573,2026-04-23,2026.0,South,Grocery,792.31,,Retail,CUST1286
ORD100574,2025-03-22,2025.0,East,Home,,9.0,,CUST1021
ORD100575,,2026.0,North,Fashion,4342.5,14.0,Retail,CUST1046
ORD100576,2025-02-10,2025.0,North,electronics ,4668.03,19.0,,CUST1046
ORD100577,2024-08-31,2024.0,,electronics ,4038.92,14.0,Marketplace,CUST1089
ORD100578,2024-08-07,2024.0,north,Electronics,1904.79,11.0,,CUST1126
ORD100579,2024-10-11,2024.0,SOUTH,Fashion,154.32,20.0,Online,CUST1027
ORD100580,2025-12-08,2025.0,West,Fashion,3518.05,4.0,,CUST1226
,2025-02-01,2025.0,East,Fashion,4122.4,7.0,Marketplace,CUST1162
ORD100582,2026-04-11,2026.0,,Electronics,4705.45,14.0,Retail,CUST1051
ORD100583,2026-04-24,2026.0,West,electronics ,2761.25,1.0,Online,CUST1094
ORD100584,2025-10-07,,South,Home & Kitchen,N/A,8.0,,CUST1066
ORD100585,2026-05-17,2026.0,West,Grocery,N/A,19.0,Retail,CUST1101
ORD100586,2024-03-27,2024.0,,electronics ,4743.14,20.0,Marketplace,CUST1236
ORD100587,2024-07-22,2024.0,north,Grocery,788.79,6.0,,CUST1269
ORD100588,2025-03-21,2025.0,West,Electronics,1055.57,9.0,Retail,CUST1195
ORD100589,2024-05-13,2024.0,,Fashion,987.35,5.0,Online,CUST1134
ORD100590,2024-08-29,2024.0,SOUTH,Home & Kitchen,101.09,11.0,online,CUST1196
ORD100591,2025-12-26,2025.0,north,Electronics,4658.77,12.0,,CUST1023
ORD100592,2024-01-06,2024.0,West,Home & Kitchen,4841.89,19.0,Marketplace,CUST1257
ORD100593,2025-05-19,2025.0,East,Home & Kitchen,751.89,2.0,Marketplace,CUST1143
ORD100594,2026-02-04,2026.0,East,electronics ,4637.25,14.0,Marketplace,CUST1251
ORD100595,2026-02-21,2026.0,SOUTH,,985.15,6.0,Online,CUST1083
ORD100596,2025-12-23,2025.0,West,Electronics,4944.65,15.0,online,CUST1075
ORD100597,2024-05-06,2024.0,,Home,4121.73,19.0,Marketplace,CUST1002
ORD100598,2025-06-22,2025.0,South,,516.81,10.0,Online,CUST1054
ORD100599,2026-05-07,2026.0,SOUTH,Home & Kitchen,3160.37,1.0,Retail,CUST1231
ORD100600,2024-11-28,2024.0,,electronics ,4323.23,10.0,Retail,CUST1036
ORD100601,2025-07-14,2025.0,South,Home,4334.3,7.0,Marketplace,CUST1206
ORD100602,2024-10-18,2024.0,East,Grocery,3692.65,20.0,Marketplace,CUST1049
ORD100603,2026-05-02,2026.0,West,Grocery,3021.69,14.0,Retail,CUST1222
ORD100604,2025-10-07,2025.0,West,Home & Kitchen,3446.87,16.0,,CUST1268
ORD100605,2024-03-26,2024.0,West,Fashion,682.56,8.0,,CUST1291
ORD100606,2024-02-18,2024.0,north,Grocery,2350.05,9.0,Retail,CUST1041
ORD100607,2026-02-26,2026.0,South,,1995.14,10.0,Retail,CUST1232
ORD100608,2026-02-14,2026.0,,,966.18,20.0,Retail,CUST1054
ORD100609,,2025.0,South,Home & Kitchen,3474.44,20.0,online,CUST1184
ORD100610,2025-12-08,2025.0,East,Electronics,118.69,1.0,Marketplace,CUST1107
ORD100611,2025-05-07,2025.0,SOUTH,,995.03,15.0,Marketplace,CUST1011
ORD100612,2024-04-29,2024.0,West,Grocery,,8.0,Marketplace,CUST1200
ORD100613,2024-02-22,2024.0,West,Grocery,3698.54,18.0,Retail,CUST1204
ORD100614,2025-05-12,2025.0,,,3585.74,14.0,,CUST1032
ORD100615,2024-10-01,2024.0,West,electronics ,1766.48,1.0,Marketplace,CUST1098
ORD100616,2025-04-25,2025.0,SOUTH,Fashion,4274.6,15.0,Marketplace,CUST1199
ORD100617,2025-03-02,2025.0,,Grocery,4230.43,10.0,Online,CUST1066
ORD100618,2024-06-26,2024.0,West,Grocery,1086.69,1.0,Retail,CUST1182
ORD100619,2025-11-24,2025.0,North,,2181.57,4.0,,CUST1132
ORD100620,2024-12-14,2024.0,north,Fashion,4274.37,20.0,Online,CUST1224
ORD100621,2026-03-29,2026.0,North,,3921.67,18.0,Online,CUST1085
ORD100622,2025-10-07,2025.0,SOUTH,Fashion,3821.73,4.0,Marketplace,CUST1171
ORD100623,2026-04-18,2026.0,West,,1264.31,11.0,Retail,CUST1043
ORD100624,2024-09-29,2024.0,SOUTH,Home,3779.86,8.0,Marketplace,CUST1211
ORD100625,2025-02-23,2025.0,SOUTH,Fashion,2240.76,17.0,Online,CUST1161
ORD100626,2025-02-15,2025.0,,Electronics,3225.26,2.0,,CUST1214
ORD100627,2025-02-15,2025.0,SOUTH,Home & Kitchen,1753.58,17.0,,CUST1206
ORD100628,2025-04-01,2025.0,north,Home & Kitchen,N/A,13.0,Marketplace,CUST1043
ORD100629,2024-02-07,2024.0,South,electronics ,1455.44,18.0,Retail,CUST1081
,2024-01-24,2024.0,South,,3646.22,4.0,Online,CUST1132
ORD100631,2025-10-04,2025.0,North,Grocery,3697.45,8.0,,CUST1273
ORD100632,2026-05-14,2026.0,,,3378.55,17.0,Marketplace,CUST1264
ORD100633,2025-08-19,2025.0,South,Home & Kitchen,2089.66,14.0,Marketplace,CUST1228
ORD100634,2024-03-20,2024.0,north,,1355.28,14.0,online,CUST1250
ORD100635,2026-01-19,2026.0,South,Grocery,690.46,17.0,Online,CUST1233
ORD100636,2025-04-29,2025.0,North,electronics ,596.16,10.0,Online,CUST1060
ORD100637,2025-01-15,2025.0,North,,3929.77,10.0,Retail,CUST1250
ORD100638,2024-01-03,2024.0,West,Grocery,2850.53,13.0,online,CUST1067
ORD100639,2026-02-19,2026.0,SOUTH,Grocery,3652.93,20.0,,CUST1119
ORD100640,2025-02-08,2025.0,West,Home & Kitchen,488.22,1.0,,CUST1158
ORD100641,2025-07-28,2025.0,north,electronics ,311.73,7.0,online,CUST1009
ORD100642,2024-05-03,2024.0,East,,4156.97,19.0,online,CUST1273
ORD100643,2025-09-13,2025.0,North,Fashion,2103.94,11.0,online,CUST1058
ORD100644,2024-04-11,2024.0,,Electronics,4763.22,2.0,,CUST1092
ORD100645,2024-01-28,2024.0,South,Grocery,1326.77,4.0,Online,CUST1300
ORD100646,2024-08-30,2024.0,North,Fashion,2350.88,16.0,Online,CUST1119
ORD100647,2024-01-20,2024.0,South,,3936.81,14.0,online,CUST1256
ORD100648,2024-07-27,2024.0,South,,4765.43,18.0,online,CUST1237
ORD100649,2026-04-29,2026.0,North,Grocery,1291.9,12.0,Marketplace,CUST1261
ORD100650,2024-10-15,2024.0,East,Electronics,658.74,18.0,Retail,CUST1107
ORD100651,2025-09-17,2025.0,East,Home & Kitchen,3775.84,8.0,Retail,CUST1235
